,type,category,review,star
36,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"다른것보다 훨씬 편해서 좋아요 머리의 위 3분의1만 물결넣고 밑엔 고데기로 c컬하면 더 예쁘네요. 한번 기계로 누른 부분은 컬을 들어서 뜸들이면 확실한 s컬이 나옵니다. 똥손들 화
다른것보다 훨씬 편해서 좋아요 머리의 위 3분의1만 물결넣고 밑엔 고데기로 c컬하면 더 예쁘네요. 한번 기계로 누른 부분은 컬을 들어서 뜸들이면 확실한 s컬이 나옵니다. 똥손들 화이팅",평점4
37,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"테스트 해본다고 반쪽만 써봤는데 컬이너무 맘에 듭니다 ^^ 고데기가 크고 무겁긴한데컬이 잘나와서 오래 안들고 있어도 되여얼른 날씨 좋아져서 나들이갈때 쓰고 싶습니다아 참고로 진짜
테스트 해본다고 반쪽만 써봤는데 컬이
너무 맘에 듭니다 ^^ 고데기가 크고 무겁긴한데
컬이 잘나와서 오래 안들고 있어도 되여
얼른 날씨 좋아져서 나들이갈때 쓰고 싶습니다
아 참고로 진짜 똥손인데 어렵지 않아요",평점4
38,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"똥손도 완전 가능한 고데기에요 !! 유튭에 한번 실사용동영상 보면서 따라했고 바로 할수있어요 너무 만족스러워요 !! 무게는 약간 무거워서 손목아플숭있는데 금방끝나서 괜찮아요
똥손도 완전 가능한 고데기에요 !! 유튭에 한번 실사용동영상 보면서 따라했고 바로 할수있어요
너무 만족스러워요 !! 무게는 약간 무거워서 손목아플숭있는데 금방끝나서 괜찮아요",평점4
39,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"봉 고데기랑도 고민했고 사이즈도 고민하다 물결 40으로
봉 고데기랑도 고민했고 사이즈도 고민하다 물결 40으로 결정했는데 아주 만족스러워요. 작은 거 했음 아쉬웠을 거 같아요. 간단히 할 수 있고 머리 정말 예쁘게 잘 나오네요. 무조건 추천입니다.",평점4
40,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"저렴하게 구매할수 잇어서 더 기분좋앗구요받자말자 테스트해봤어요컬 예쁘게 잘나와서 기대 이상이에요^^단점 한가지는 솔직히 무거워요,전 긴머리라 팔 떨어져나가요ㅠ
저렴하게 구매할수 잇어서 더 기분좋앗구요
받자말자 테스트해봤어요
컬 예쁘게 잘나와서 기대 이상이에요^^
단점 한가지는 솔직히 무거워요,
전 긴머리라 팔 떨어져나가요ㅠ",평점4
41,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
36mm보다 더 굵은 거 하고 싶어서 구매했는데 마음에 들어요. 빨리 뜨거워지고 매트재질이라 촉감 좋아요. 색상도 이뻐요. 받자마자 마른 머리에 해 봤는데 잘 되요.단점은무거움가격 비쌈",평점4
42,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"32mm 사려다가 자연스러운 컬을 원해 후기찾아보고 구매했는데 아직 사용법 미숙이라 익숙해지면 유용할게 쓸 듯해요 무겁긴하지만 물결 만들기 좀 편할 것 같아요!
32mm 사려다가 자연스러운 컬을 원해 후기찾아보고 구매했는데 아직 사용법 미숙이라 익숙해지면 유용할게 쓸 듯해요 무겁긴하지만 물결 만들기 좀 편할 것 같아요!",평점4
43,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"제가 원하는 컬로 잘 나와요!안쪽엔 좀 강하게 하고 겉엔 약하게 하면더 자연스러워요 무겁다는 말이 많았는데저는 괜찮아요 맘에 듭니다 ㅠㅠ 묭실에서 파마 한거같고 아주 좋네용
제가 원하는 컬로 잘 나와요!
안쪽엔 좀 강하게 하고 겉엔 약하게 하면
더 자연스러워요
무겁다는 말이 많았는데
저는 괜찮아요 맘에 듭니다 ㅠㅠ
묭실에서 파마 한거같고 아주 좋네용",평점5
44,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"히피펌을 원한건 아니지만 은은해요 빠글빠글하게 하려면 숙련도가 필요한것 같아요. 장점은 만족의 캐스터네츠를 칠 수 있어요 딱딱딱 아 그리고 접고 피는 손잡이부분에 손가락이 좀 껴요
히피펌을 원한건 아니지만 은은해요 빠글빠글하게 하려면 숙련도가 필요한것 같아요. 장점은 만족의 캐스터네츠를 칠 수 있어요 딱딱딱 아 그리고 접고 피는 손잡이부분에 손가락이 좀 껴요ㅠㅠ",평점5
45,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"시간절약에 약하게 찝으면 자연스러워서 똥손도 완젼 가능해여. 지금은 짧은 단발이라서 아쉽지만 긴마리에하면 왠만항 고데기러 하는것보다 간편할 것 같아요
시간절약에 약하게 찝으면 자연스러워서 똥손도 완젼 가능해여. 지금은 짧은 단발이라서 아쉽지만 긴마리에하면 왠만항 고데기러 하는것보다 간편할 것 같아요",평점5
46,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"보다나 봉 고데기로 파마하다 물결펌도 해보고 싶어 구매했는데 너무 좋네요^^ 전부터 가격 때문에 살까말까 고민했지만 그 고민 왜 했나 싶을 정도로 잘 쓰고 있어요👍🙂
보다나 봉 고데기로 파마하다 물결펌도 해보고 싶어 구매했는데 너무 좋네요^^ 전부터 가격 때문에 살까말까 고민했지만 그 고민 왜 했나 싶을 정도로 잘 쓰고 있어요👍🙂",평점5
47,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"입구가 좀 작아서 손 데일갓 같지만 똥손도 물결파마 이쁘게 되어서 너무 좋아요단점이 있다면 혼자 뒷머리 손 데일까봐 무서워서 다른 사람에기 부탁한다는 점…?ㅎㅎ
입구가 좀 작아서 손 데일갓 같지만 똥손도 물결파마 이쁘게 되어서 너무 좋아요
단점이 있다면 혼자 뒷머리 손 데일까봐 무서워서 다른 사람에기 부탁한다는 점…?ㅎㅎ",평점5
48,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"오우 굿이에요전에 3개짜리 썻엇는데 자국남고 좀부자연 스러웟거든요.이제품은 찝힌 자국없이 자연스럽고 모얇고 숱없는 저에게 굵은 웨이브를 할수잇는 최고에 제품이에요받자마자 대충해보고
오우 굿이에요
전에 3개짜리 썻엇는데 자국남고 좀부자연 스러웟거든요.이제품은 찝힌 자국없이 자연스럽고 모얇고 숱없는 저에게 굵은 웨이브를 할수잇는 최고에 제품이에요
받자마자 대충해보고 사진컷남겻어요^^",평점5
49,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"자연스러운 물결펌 연출이 가능합니다.다른 리뷰들처럼 좀 많이 무거워서 팔이 아프지만나만의 요령만 터득하면 제대로 사용할 수 있을거 같네요.
자연스러운 물결펌 연출이 가능합니다.
다른 리뷰들처럼 좀 많이 무거워서 팔이 아프지만
나만의 요령만 터득하면 제대로 사용할 수 있을거 같네요.",평점5
50,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"기대 이상이에요...♡너무 히피스러운 펌은 괜히 부담됐는데후기는 23mm?가 훨씬 많아서 고민하다가그래도 회사 다닐거 생각하면서 40mm로 후기 적어도질렀는데 너무 만족합니다잘 쓸
기대 이상이에요...♡
너무 히피스러운 펌은 괜히 부담됐는데
후기는 23mm?가 훨씬 많아서 고민하다가

그래도 회사 다닐거 생각하면서 40mm로 후기 적어도
질렀는데 너무 만족합니다

잘 쓸게요 많이 파세요!",평점5
51,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
배송출고는 빨랐으나 중간과정이 더뎠음그치만 색이 이쁘고, 할인된가격에 사서 만족오자마자 머리했더니 대충해도 컬 잘나와용온도는 긴머리 기준 180도 추천",평점5
52,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"머리가 저처럼 긴머리이신 분들은 40미리 강추입니다. 매우쉬워서 한두번 연습하면 바로 손에 익어서 진짜 예쁜 물결머리 가능이에요! 시작점을 잘잡는게 제일 중요한거같아요
머리가 저처럼 긴머리이신 분들은 40미리 강추입니다. 매우쉬워서 한두번 연습하면 바로 손에 익어서 진짜 예쁜 물결머리 가능이에요! 시작점을 잘잡는게 제일 중요한거같아요",평점5
53,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"반신반의 하고 주문 했는데 너무 잘됩니다!! 매일 고데기웨이브만 하다가 물결펌 하니 기분전환 100프로!! 저의 꿀팁은 전날 머리를 따고 자면 아침에 풀린 부분만 물결펌 해주고
반신반의 하고 주문 했는데 너무 잘됩니다!! 매일 고데기웨이브만 하다가 물결펌 하니 기분전환 100프로!! 저의 꿀팁은 전날 머리를 따고 자면 아침에 풀린 부분만 물결펌 해주고 있습니다 너무 쉽고 유지도 짱입니다",평점5
54,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"32미리는 그래도 히피처럼 나오고 편했는데 40미리는 너무 무겁고 히피느낌도 잘 안나요.. 혼자하긴 팔이 너무 아프다는.. 그리고 머리에서 탄내 나서 음.. 처음이라 잘 못해서 그
32미리는 그래도 히피처럼 나오고 편했는데 40미리는 너무 무겁고 히피느낌도 잘 안나요.. 혼자하긴 팔이 너무 아프다는.. 그리고 머리에서 탄내 나서 음.. 처음이라 잘 못해서 그런거라고 믿고싶네요 ㅠㅠ..",평점5
55,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"무거운 것 빼곤 다 좋았어요 40미리가 컬이 굵게 나오는 편이긴 하지만 촘촘하게 하면 사진처럼 히피한 느낌도 연출할 수 있어서 좋네요ㅎㅎ
무거운 것 빼곤 다 좋았어요 40미리가 컬이 굵게 나오는 편이긴 하지만 촘촘하게 하면 사진처럼 히피한 느낌도 연출할 수 있어서 좋네요ㅎㅎ",평점5
56,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"이주만에 고장나서 as 했어요 ㅠ 그 이후론 잘 안쓰게 되네엽,, 유튜브 보고 몇번 따라하니까 오분이면 긴 생머리(허리중간)가 완성 댑니당
이주만에 고장나서 as 했어요 ㅠ 그 이후론 잘 안쓰게 되네엽,, 유튜브 보고 몇번 따라하니까 오분이면 긴 생머리(허리중간)가 완성 댑니당",평점5
57,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"물결 그냥 고데기로 할수 있지만 간편하고 모양이 일정하게 이쁘게 하기론 최고 인거 같아오 잘산듯 밑에만 하면 부담되지 않게 데일리로 하고 다니기 좋아요
물결 그냥 고데기로 할수 있지만 간편하고 모양이 일정하게 이쁘게 하기론 최고 인거 같아오
잘산듯 밑에만 하면 부담되지 않게 데일리로 하고 다니기 좋아요",평점5
58,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"큰 기대 안 하고 구입한 건데, 후기들이 거짓이 아님을 알 수 있엇어요!! 넘 이쁘게 잘 됩니다 긴 머리가 아닌데도 이뻐요. 머리 더 길러서 계속 사용해보려구요..
큰 기대 안 하고 구입한 건데, 후기들이 거짓이 아님을 알 수 있엇어요!! 넘 이쁘게 잘 됩니다 긴 머리가 아닌데도 이뻐요. 머리 더 길러서 계속 사용해보려구요..",평점5
59,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"무겁다...손목 무리감컬이 좀 더 굵었으면 좋겠는데 좀 작은 느낌. . .그래도 내가 찾은거중 이게 젤 굵은걸로 알고 만족하면 써보려함
무겁다...손목 무리감
컬이 좀 더 굵었으면 좋겠는데 좀 작은 느낌. . .
그래도 내가 찾은거중 이게 젤 굵은걸로 알고 만족하면 써보려함",평점5
60,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"기분 전환 하고 싶을 때 딱입니다.고데기 초보는...
기분 전환 하고 싶을 때 딱입니다.

고데기 초보는

롤이 굵어 그 사이로

머리카락 넣는 것도 어렵지만

익숙해지면 잘 사용할 것 같아요.",평점5
61,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"보다나봉고데기쓰고너무좋아서이거또구입했는데이건좀불편하네요~한쪽은잘되는데방향전환이안되다보니양쪽비대칭이된다는ㅠㅠ유튜브보고쉬워보여서구입했는데저는똥손인가봐요
보다나봉고데기쓰고너무좋아서이거또구입했는데이건좀불편하네요~한쪽은잘되는데방향전환이안되다보니양쪽비대칭이된다는ㅠㅠ유튜브보고쉬워보여서구입했는데저는똥손인가봐요",평점5
62,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"머리를 하는동안 고데기 무게가 있어 손목이 아프긴 했지만 자연스러운 물결펌이 나와 대만족!! 전날 오전에 머리를 하고 나갔는데 다음날까지 펌이 그대로였어요!! 긴머리라 미용실에서
머리를 하는동안 고데기 무게가 있어 손목이 아프긴 했지만 자연스러운 물결펌이 나와 대만족!! 전날 오전에 머리를 하고 나갔는데 다음날까지 펌이 그대로였어요!! 긴머리라 미용실에서 머리하기 부담이였는데 돈 굳었어요~",평점5
63,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
일반 고데기로는 하기 힘든 물결펌을 쉽게 할수 있어요온도를 높여서 할경우 컬이 잘 나와요!고데기 자체 무게는 조금 있는편이라서 아쉽지만 그래도 컬이 잘 나오니 아주 만족이네요",평점5
64,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"준마32는 굵은히피펌 느낌이라면얘는 물결느낌이에요. 그래서 찝은티가 나는거같아요.전 준마가 자연스럽네요.. 제가 첨이라 그런지 몰라도. .갠적취향으로 전 준마 계속 쓸거가타요.
준마32는 굵은히피펌 느낌이라면
얘는 물결느낌이에요. 그래서 찝은티가 나는거같아요.
전 준마가 자연스럽네요.. 제가 첨이라 그런지 몰라도. .갠적취향으로 전 준마 계속 쓸거가타요..
준마보다 빨리되긴 해요.",평점2
65,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
정말 핫딜일때 구입했어요!!!11번가 짱!!!자주 쓰진않지만 컬진짜 잘나오고 이뻐서머리묶을때도 물결펌하고 하면 너무 예뻐요",평점2
66,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"보다나 물결고데기 색상이 봉고데기만큼 예뻐요 32mm살걸 살짝 후회 되지만 뜸들이기와 텐션 테크닉을 익히면 더 잘 사용할 수 있을 것 같아요~ 머리가 허리까지 오시는 분이 아니라면
보다나 물결고데기 색상이 봉고데기만큼 예뻐요 32mm살걸 살짝 후회 되지만 뜸들이기와 텐션 테크닉을 익히면 더 잘 사용할 수 있을 것 같아요~ 머리가 허리까지 오시는 분이 아니라면 32mm추천입니다",평점2
67,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"색다르게 하고싶은 날 사용합니다. 하핫 그런데 우아한 느낌이 더 좋아서인지 원래 보다나제품을 더 많이 쓰게 되네요.
색다르게 하고싶은 날 사용합니다. 하핫 그런데 우아한 느낌이 더 좋아서인지 원래 보다나제품을 더 많이 쓰게 되네요.",평점2
68,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"좋아요!봉고데기를 반 때서 붙인듯한 디자인이기때문에 봉무게가있음 이게 일자가아니고 넙덕하게 되어있어 더 무거운거같음 무게 개선만되면 다음세대 살만한거같음
좋아요!
봉고데기를 반 때서 붙인듯한 디자인이기때문에 봉무게가있음 이게 일자가아니고 넙덕하게 되어있어 더 무거운거같음 무게 개선만되면 다음세대 살만한거같음",평점2
69,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"잘되고 컬이 굵직해서 원하던 스타일이에요~만족합니다 한날은 좀 컬도 쎄고 잔머리도 좀뜨거하는데 자고인나면 안풀리고 잔머리가라앉고자연스럽고이뻐여 예열도 빨리되고 아주 만족중이에요
잘되고 컬이 굵직해서 원하던 스타일이에요~만족합니다 한날은 좀 컬도 쎄고 잔머리도 좀뜨거하는데 자고인나면 안풀리고 잔머리가라앉고자연스럽고이뻐여 예열도 빨리되고 아주 만족중이에요",평점2
70,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"제품색상이 엄청이뻐요 숱많으누직모라 잠깐 해봤는데... 숱이 너무 많네요 머리는잘되요 제팔 뿌라질거같아요 ㅠ
제품색상이 엄청이뻐요 숱많으누직모라 잠깐 해봤는데... 숱이 너무 많네요 머리는잘되요 제팔 뿌라질거같아요 ㅠ",평점2
71,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"쉽게 물결머리 할수도 있고 빠르게 되요!부시시해보이지 않아서 너무 좋은거같아요!택배오자마자 바로 테스트 했는데 너무 만족합니다~
쉽게 물결머리 할수도 있고 빠르게 되요!
부시시해보이지 않아서 너무 좋은거같아요!
택배오자마자 바로 테스트 했는데 너무 만족합니다~",평점2
72,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"우선 패키지가 너무너무 예뻐요ㅜㅜ 그리고 조금 무겁고 큰 감이 있긴한데 저같은 똥손도 예쁘고 쉽게 머리할수있어서 넘 좋았습니당..!
우선 패키지가 너무너무 예뻐요ㅜㅜ 그리고 조금 무겁고 큰 감이 있긴한데 저같은 똥손도 예쁘고 쉽게 머리할수있어서 넘 좋았습니당..!",평점2
73,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"보다나 봉고데기도 쓰고 있는데 보다나꺼 쓰면 진짜 믿고 구매하게 되여 제가 염색에 손상모인데 아직까지 잘 살아있어요... 심지어 얇은 머리카락인데도 불구하고ㅜㅜ
보다나 봉고데기도 쓰고 있는데 보다나꺼 쓰면 진짜 믿고 구매하게 되여 제가 염색에 손상모인데 아직까지 잘 살아있어요... 심지어 얇은 머리카락인데도 불구하고ㅜㅜ",평점2
74,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"아직은 곰손이라 익숙하지는 않지만 하는 법 영상 잘 따라하고 손에 익으면 너무 좋을 거 같아요! 잘 쓸게요. :)
아직은 곰손이라 익숙하지는 않지만 하는 법 영상 잘 따라하고 손에 익으면 너무 좋을 거 같아요! 잘 쓸게요. :)",평점2
75,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"굵은 히피펌 느낌도 낼 수 있고 생각보다 무겁지 않던데요 전,,, 힘이 센건가 ㅋㅋ 아무튼 손 자주 갈 것 같네용
굵은 히피펌 느낌도 낼 수 있고 생각보다 무겁지 않던데요 전,,, 힘이 센건가 ㅋㅋ 아무튼 손 자주 갈 것 같네용",평점2
76,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"기술 없이도 물결펌 잘 나와서 좋아요! 다만 전원 아래 이음부분에 살이 잘 찝혀서 손가락에 멍이 들었어요ㅠ
기술 없이도 물결펌 잘 나와서 좋아요! 다만 전원 아래 이음부분에 살이 잘 찝혀서 손가락에 멍이 들었어요ㅠ",평점2
77,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"다들 쉽다고 했는데 저는 좀 적응하기 힘들었어요ㅋㅋ 근데 이제 손에 익히니까 물결 너무 예쁘게나와요☺️
다들 쉽다고 했는데 저는 좀 적응하기 힘들었어요ㅋㅋ 근데 이제 손에 익히니까 물결 너무 예쁘게나와요☺️",평점2
78,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"아직 사용해보진 않았지만 기대됩니다~!!색상도 마음에 들고 실리콘도 와서 좋은 거 같아요 ㅎㅎ똥손에게는 꿀템이 될 것 같습니다~!
아직 사용해보진 않았지만 기대됩니다~!!
색상도 마음에 들고 실리콘도 와서 좋은 거 같아요 ㅎㅎ
똥손에게는 꿀템이 될 것 같습니다~!",평점2
79,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"오자마자 해봤는데 후기처럼 무게감이 조금 있습니다 워낙 똥손이라 몇번 더 해봐야 감을 잡을 것 같아요;)
오자마자 해봤는데 후기처럼 무게감이 조금 있습니다 워낙 똥손이라 몇번 더 해봐야 감을 잡을 것 같아요;)",평점2
80,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"계속 쓰다보니 노하우가 생겨서 전날 빡세게 찝고 자면 다음날 자연스러운 물결헤어로 다닐 수 있어용 굳!
계속 쓰다보니 노하우가 생겨서 전날 빡세게 찝고 자면 다음날 자연스러운 물결헤어로 다닐 수 있어용 굳!",평점2
81,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"물결펌 너무 하고싶은데 미용실가서하면 원하는컬 안나오고ㅠㅠ 고민고민하다 샀는데 만족스러워용 무거운건 어쩔수없지만ㅠ
물결펌 너무 하고싶은데 미용실가서하면 원하는컬 안나오고ㅠㅠ 고민고민하다 샀는데 만족스러워용 무거운건 어쩔수없지만ㅠ",평점2
82,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"조작법도 쉽고 컬도 잘나와서 만족합니당다만 온도조절 버튼이 이전 보다나와 다르게 버튼식이라머리하다가 자꾸 눌러버려서 온도가 바뀌거나 꺼지네요...ㅎㅎ
조작법도 쉽고 컬도 잘나와서 만족합니당
다만 온도조절 버튼이 이전 보다나와 다르게 버튼식이라
머리하다가 자꾸 눌러버려서 온도가 바뀌거나 꺼지네요...ㅎㅎ",평점2
83,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"단발 머리인데 대만족 입니다. 40mm 찾고 있었는데 보다나에서 나와서 바로 질렀어요. 선택하길 잘했네요.
단발 머리인데 대만족 입니다. 40mm 찾고 있었는데 보다나에서 나와서 바로 질렀어요. 선택하길 잘했네요.",평점2
84,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"고민하다가 구매했오요 !고데기로 펌은 성공해본적이 없는데 ㅋㅋ이건 연습하면 잘할 수 있을 것같아요
고민하다가 구매했오요 !
고데기로 펌은 성공해본적이 없는데 ㅋㅋ
이건 연습하면 잘할 수 있을 것같아요",평점2
85,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"동영상으로는 쉬워보였는데 막상 제가 하니까 어렵네요 ㅠㅡㅠ,, 계속 연습해봐야 손에 익을것같아여..
동영상으로는 쉬워보였는데 막상 제가 하니까 어렵네요 ㅠㅡㅠ,, 계속 연습해봐야 손에 익을것같아여..",평점5
86,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"장갑이랑 같이 옵니당넘 무거워서 머리 집기 좀 불편해요ㅠ그래더 집에서 물결펌 할 수 있어서 좋아용
장갑이랑 같이 옵니당
넘 무거워서 머리 집기 좀 불편해요ㅠ
그래더 집에서 물결펌 할 수 있어서 좋아용",평점5
87,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"윗부분 은 잘되는데 밑에는 잘 안되고많이 넣어서 해야 웨이브 잘나와요전체적으로 뜨겁고 무거운 편
윗부분 은 잘되는데 밑에는 잘 안되고
많이 넣어서 해야 웨이브 잘나와요
전체적으로 뜨겁고 무거운 편",평점5
88,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"배송은빠르구 컬러가 이거밖에없어서 조금은 아쉽지만… 자주는아니더라두 사용하게될거같아요~
배송은빠르구 컬러가 이거밖에없어서 조금은 아쉽지만… 자주는아니더라두 사용하게될거같아요~",평점5
89,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"저 이거 왜 늦게 샀죠 ?....진짜 대 대 대 대 대만족이에요 !!!!!너무 간편하고 컬도 진짜 잘 나와요 ㅎㅎ하루종일 안풀리고 유지도 굿 굿
저 이거 왜 늦게 샀죠 ?....
진짜 대 대 대 대 대만족이에요 !!!!!
너무 간편하고 컬도 진짜 잘 나와요 ㅎㅎ
하루종일 안풀리고 유지도 굿 굿",평점5
90,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"첨부터 이렇게 왔는데 ㅋ 먼지도 막 붙어있고이래도 반품안된다할건가요?여튼 서보고 연락드릴께요
첨부터 이렇게 왔는데 ㅋ 먼지도 막 붙어있고
이래도 반품안된다
할건가요?
여튼 서보고 연락드릴께요",평점5
91,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"한번 했는데도 머리가 많이 상해서 별하나 뺐어요ㅠ그치만 손쉽게 물결할수 있어서 참 만족합니다!
한번 했는데도 머리가 많이 상해서 별하나 뺐어요ㅠ
그치만 손쉽게 물결할수 있어서 참 만족합니다!",평점5
92,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"아직사용전이긴한데 기존에 32미리사용하고 더굵은 물결을...
아직사용전이긴한데 기존에 32미리사용하고 더굵은 물결을원했는데 보다나에서출시되고 구매해야겠다고 고민안하고 질럿어요 ㅎ사용감도편하고 기대됩니다^",평점5
93,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"배송빠름요 무거운거 말곤 컬크기 과하지 않고 딱좋요시간지나서 자연스러워지면컬이 더예쁘네요
배송빠름요
무거운거 말곤 컬크기
과하지 않고 딱좋요
시간지나서 자연스러워지면
컬이 더예쁘네요",평점5
94,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"굉장히 쉽고 빠르게 뽀글뽀글한 물결웨이브 만들수 있어요! 이렇게 뽀글할거라고 생각하고 산건 아닌데 나쁘지 않아서 가끔 연출 해보려구요~
굉장히 쉽고 빠르게 뽀글뽀글한 물결웨이브 만들수 있어요! 이렇게 뽀글할거라고 생각하고 산건 아닌데 나쁘지 않아서 가끔 연출 해보려구요~",평점5
95,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"친구선물줬어요! 아주 맘에들어하는군요 저도 이런거 써보고싶은데 어떻게쓰는지몰라요 아쉽다..
친구선물줬어요! 아주 맘에들어하는군요 저도 이런거 써보고싶은데 어떻게쓰는지몰라요 아쉽다..",평점5
96,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"처음엔 좀 어색했는데 두번째부터는 잘하고있어요~~ 예쁘게 물결웨이브 쉽게하게되어서 좋아요.
처음엔 좀 어색했는데 두번째부터는 잘하고있어요~~ 예쁘게 물결웨이브 쉽게하게되어서 좋아요.",평점5
97,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"평이좋아서구매해봤는데색상이나배송도빠르고넘맘에드네여 ㅎ똥손이라서잘사용할거같아여 ㅎ
평이좋아서구매해봤는데색상이나배송도빠르고넘맘에드네여 ㅎ똥손이라서잘사용할거같아여 ㅎ",평점5
98,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"진짜 쉬워요. 긴머린데 다 하는데 10분정도 걸리고 요령 없어도 잘 되던데 저는 너무 추천합니다!
진짜 쉬워요. 긴머린데 다 하는데 10분정도 걸리고 요령 없어도 잘 되던데 저는 너무 추천합니다!",평점5
99,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"제가 똥손이라그런지 모양이예쁘게안나오네요 ㅠㅠ 연습좀해봐야겠습니다.. 제품자체는좋아요
제가 똥손이라그런지 모양이예쁘게안나오네요 ㅠㅠ 연습좀해봐야겠습니다.. 제품자체는좋아요",평점5
100,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"받자말자 테스트해보니 이쁘게나오는것같은데 단발머리하기에 손에 만이 익혀야될듯싶습니다
받자말자 테스트해보니 이쁘게나오는것같은데 단발머리하기에 손에 만이 익혀야될듯싶습니다",평점5
